Comment,cleanComment,resultCaseFolding,resultReplaceSlang,resultTokenize,resultStopword,resultStemming,sentimen
Chat GPT = jin botol. Mintalah apa pun. Pasti dapat apa yang kita minta.,Chat GPT jin botol Mintalah apa pun Pasti dapat apa yang kita minta,chat gpt jin botol mintalah apa pun pasti dapat apa yang kita minta,chat gpt jin botol mintalah apa pun pasti dapat apa yang kita minta,"['chat', 'gpt', 'jin', 'botol', 'mintalah', 'apa', 'pun', 'pasti', 'dapat', 'apa', 'yang', 'kita', 'minta']","['chat', 'gpt', 'jin', 'botol', 'mintalah']","['chat', 'gpt', 'jin', 'botol', 'minta']",netral
"14:34 bener, sy tanya ke ChatGPT dimana posisi James Webb jawabannya masih di Bumi, tp saya tanya lagi dan dia minta maaf dan mengkoreksi jawabannya.",bener sy tanya ke ChatGPT dimana posisi James Webb jawabannya masih di Bumi tp saya tanya lagi dan dia minta maaf dan mengkoreksi jawabannya,bener sy tanya ke chatgpt dimana posisi james webb jawabannya masih di bumi tp saya tanya lagi dan dia minta maaf dan mengkoreksi jawabannya,bener saya tanya ke chatgpt dimana posisi james webb jawabannya masih di bumi tapi saya tanya lagi dan dia minta maaf dan mengkoreksi jawabannya,"['bener', 'saya', 'tanya', 'ke', 'chatgpt', 'dimana', 'posisi', 'james', 'webb', 'jawabannya', 'masih', 'di', 'bumi', 'tapi', 'saya', 'tanya', 'lagi', 'dan', 'dia', 'minta', 'maaf', 'dan', 'mengkoreksi', 'jawabannya']","['bener', 'chatgpt', 'dimana', 'posisi', 'james', 'webb', 'jawabannya', 'bumi', 'maaf', 'mengkoreksi', 'jawabannya']","['bener', 'chatgpt', 'mana', 'posisi', 'james', 'webb', 'jawab', 'bumi', 'maaf', 'koreksi', 'jawab']",netral
Mungkin nanti chat gpt bisa menemukan obat penyakit yg langka yg belum ditemukan sekarang,Mungkin nanti chat gpt bisa menemukan obat penyakit yg langka yg belum ditemukan sekarang,mungkin nanti chat gpt bisa menemukan obat penyakit yg langka yg belum ditemukan sekarang,mungkin nanti chat gpt bisa menemukan obat penyakit yang langka yang belum ditemukan sekarang,"['mungkin', 'nanti', 'chat', 'gpt', 'bisa', 'menemukan', 'obat', 'penyakit', 'yang', 'langka', 'yang', 'belum', 'ditemukan', 'sekarang']","['chat', 'gpt', 'menemukan', 'obat', 'penyakit', 'langka', 'ditemukan']","['chat', 'gpt', 'temu', 'obat', 'sakit', 'langka', 'temu']",netral
"Elon Musk sudah keluar dari perusahaan di tahun 2018, kalau tidak salah.",Elon Musk sudah keluar dari perusahaan di tahun kalau tidak salah,elon musk sudah keluar dari perusahaan di tahun kalau tidak salah,elon musk sudah keluar dari perusahaan di tahun kalau tidak salah,"['elon', 'musk', 'sudah', 'keluar', 'dari', 'perusahaan', 'di', 'tahun', 'kalau', 'tidak', 'salah']","['elon', 'musk', 'perusahaan', 'salah']","['elon', 'musk', 'usaha', 'salah']",netral
"Jd paham kan, pemikiran visioner Elon akuisisi Twitter~",Jd paham kan pemikiran visioner Elon akuisisi Twitter,jd paham kan pemikiran visioner elon akuisisi twitter,jadi paham kan pemikiran visioner elon akuisisi twitter,"['jadi', 'paham', 'kan', 'pemikiran', 'visioner', 'elon', 'akuisisi', 'twitter']","['paham', 'pemikiran', 'visioner', 'elon', 'akuisisi', 'twitter']","['paham', 'pikir', 'visioner', 'elon', 'akuisisi', 'twitter']",netral
"Lagi seru dengerin, tetiba Google Assistant muncul ",Lagi seru dengerin tetiba Google Assistant muncul,lagi seru dengerin tetiba google assistant muncul,lagi seru dengerin tetiba google assistant muncul,"['lagi', 'seru', 'dengerin', 'tetiba', 'google', 'assistant', 'muncul']","['seru', 'dengerin', 'tetiba', 'google', 'assistant', 'muncul']","['seru', 'dengerin', 'tetiba', 'google', 'assistant', 'muncul']",netral
Saya pernah tanya soal hal sensitif mengenai peperangan dan senjata kimia. Chat GPT gak mau jawab.. ,Saya pernah tanya soal hal sensitif mengenai peperangan dan senjata kimia Chat GPT gak mau jawab,saya pernah tanya soal hal sensitif mengenai peperangan dan senjata kimia chat gpt gak mau jawab,saya pernah tanya soal hal sensitif mengenai peperangan dan senjata kimia chat gpt tidak mau jawab,"['saya', 'pernah', 'tanya', 'soal', 'hal', 'sensitif', 'mengenai', 'peperangan', 'dan', 'senjata', 'kimia', 'chat', 'gpt', 'tidak', 'mau', 'jawab']","['sensitif', 'peperangan', 'senjata', 'kimia', 'chat', 'gpt']","['sensitif', 'peperangan', 'senjata', 'kimia', 'chat', 'gpt']",netral
Jarvis Ironman menjadi nyata saat ini dan bahkan akan lebih pintar kedepannya,Jarvis Ironman menjadi nyata saat ini dan bahkan akan lebih pintar kedepannya,jarvis ironman menjadi nyata saat ini dan bahkan akan lebih pintar kedepannya,jarvis ironman menjadi nyata saat ini dan bahkan akan lebih pintar kedepannya,"['jarvis', 'ironman', 'menjadi', 'nyata', 'saat', 'ini', 'dan', 'bahkan', 'akan', 'lebih', 'pintar', 'kedepannya']","['jarvis', 'ironman', 'nyata', 'pintar', 'kedepannya']","['jarvis', 'ironman', 'nyata', 'pintar', 'depan']",netral
"Di dunia esport kalo bisa masuk sih bahaya, di dota 2 bot open ai aja ngalahin juara internasional di percobaan pertama",Di dunia esport kalo bisa masuk sih bahaya di dota bot open ai aja ngalahin juara internasional di percobaan pertama,di dunia esport kalo bisa masuk sih bahaya di dota bot open ai aja ngalahin juara internasional di percobaan pertama,di dunia esport kalau bisa masuk sih bahaya di dota bot open ai aja ngalahin juara internasional di percobaan pertama,"['di', 'dunia', 'esport', 'kalau', 'bisa', 'masuk', 'sih', 'bahaya', 'di', 'dota', 'bot', 'open', 'ai', 'aja', 'ngalahin', 'juara', 'internasional', 'di', 'percobaan', 'pertama']","['dunia', 'esport', 'masuk', 'sih', 'bahaya', 'dota', 'bot', 'open', 'ai', 'aja', 'ngalahin', 'juara', 'internasional', 'percobaan']","['dunia', 'esport', 'masuk', 'sih', 'bahaya', 'dota', 'bot', 'open', 'ai', 'aja', 'ngalahin', 'juara', 'internasional', 'coba']",netral
"In any arguments ChatGPT kemukakan, Jgn lupa mintak citation. Sumbernya. Lalu boleh dibuat nota kaki.",In any arguments ChatGPT kemukakan Jgn lupa mintak citation Sumbernya Lalu boleh dibuat nota kaki,in any arguments chatgpt kemukakan jgn lupa mintak citation sumbernya lalu boleh dibuat nota kaki,in any arguments chatgpt kemukakan jangan lupa mintak citation sumbernya lalu boleh dibuat nota kaki,"['in', 'any', 'arguments', 'chatgpt', 'kemukakan', 'jangan', 'lupa', 'mintak', 'citation', 'sumbernya', 'lalu', 'boleh', 'dibuat', 'nota', 'kaki']","['in', 'any', 'arguments', 'chatgpt', 'kemukakan', 'lupa', 'mintak', 'citation', 'sumbernya', 'nota', 'kaki']","['in', 'any', 'arguments', 'chatgpt', 'muka', 'lupa', 'mintak', 'citation', 'sumber', 'nota', 'kaki']",netral
Chat GPT digabung dengan humandroid lahir Terminator atau Data tokoh di startrek,Chat GPT digabung dengan humandroid lahir Terminator atau Data tokoh di startrek,chat gpt digabung dengan humandroid lahir terminator atau data tokoh di startrek,chat gpt digabung dengan humandroid lahir terminator atau data tokoh di startrek,"['chat', 'gpt', 'digabung', 'dengan', 'humandroid', 'lahir', 'terminator', 'atau', 'data', 'tokoh', 'di', 'startrek']","['chat', 'gpt', 'digabung', 'humandroid', 'lahir', 'terminator', 'data', 'tokoh', 'startrek']","['chat', 'gpt', 'gabung', 'humandroid', 'lahir', 'terminator', 'data', 'tokoh', 'startrek']",netral
beliau ngajar di Universitas apa yah? dan mata kuliah apa yang beliau ampu?,beliau ngajar di Universitas apa yah dan mata kuliah apa yang beliau ampu,beliau ngajar di universitas apa yah dan mata kuliah apa yang beliau ampu,beliau ngajar di universitas apa yah dan mata kuliah apa yang beliau ampu,"['beliau', 'ngajar', 'di', 'universitas', 'apa', 'yah', 'dan', 'mata', 'kuliah', 'apa', 'yang', 'beliau', 'ampu']","['beliau', 'ngajar', 'universitas', 'yah', 'mata', 'kuliah', 'beliau', 'ampu']","['beliau', 'ngajar', 'universitas', 'yah', 'mata', 'kuliah', 'beliau', 'ampu']",netral
ChatGPT sudah tau siapa pemenang pildun 2022 pak.,ChatGPT sudah tau siapa pemenang pildun pak,chatgpt sudah tau siapa pemenang pildun pak,chatgpt sudah tahu siapa pemenang pildun pak,"['chatgpt', 'sudah', 'tahu', 'siapa', 'pemenang', 'pildun', 'pak']","['chatgpt', 'pemenang', 'pildun']","['chatgpt', 'menang', 'pildun']",netral
"Ketika saya tanya tarif ppn Indonesia, chat gpt menjawab 10%, belum update dia",Ketika saya tanya tarif ppn Indonesia chat gpt menjawab belum update dia,ketika saya tanya tarif ppn indonesia chat gpt menjawab belum update dia,ketika saya tanya tarif ppn indonesia chat gpt menjawab belum update dia,"['ketika', 'saya', 'tanya', 'tarif', 'ppn', 'indonesia', 'chat', 'gpt', 'menjawab', 'belum', 'update', 'dia']","['tarif', 'ppn', 'indonesia', 'chat', 'gpt', 'update']","['tarif', 'ppn', 'indonesia', 'chat', 'gpt', 'update']",netral
"Lagi seru dengerin, tetiba Google Assistant muncul ",Lagi seru dengerin tetiba Google Assistant muncul,lagi seru dengerin tetiba google assistant muncul,lagi seru dengerin tetiba google assistant muncul,"['lagi', 'seru', 'dengerin', 'tetiba', 'google', 'assistant', 'muncul']","['seru', 'dengerin', 'tetiba', 'google', 'assistant', 'muncul']","['seru', 'dengerin', 'tetiba', 'google', 'assistant', 'muncul']",netral
Saya pernah tanya soal hal sensitif mengenai peperangan dan senjata kimia. Chat GPT gak mau jawab.. ,Saya pernah tanya soal hal sensitif mengenai peperangan dan senjata kimia Chat GPT gak mau jawab,saya pernah tanya soal hal sensitif mengenai peperangan dan senjata kimia chat gpt gak mau jawab,saya pernah tanya soal hal sensitif mengenai peperangan dan senjata kimia chat gpt tidak mau jawab,"['saya', 'pernah', 'tanya', 'soal', 'hal', 'sensitif', 'mengenai', 'peperangan', 'dan', 'senjata', 'kimia', 'chat', 'gpt', 'tidak', 'mau', 'jawab']","['sensitif', 'peperangan', 'senjata', 'kimia', 'chat', 'gpt']","['sensitif', 'peperangan', 'senjata', 'kimia', 'chat', 'gpt']",netral
Jarvis Ironman menjadi nyata saat ini dan bahkan akan lebih pintar kedepannya,Jarvis Ironman menjadi nyata saat ini dan bahkan akan lebih pintar kedepannya,jarvis ironman menjadi nyata saat ini dan bahkan akan lebih pintar kedepannya,jarvis ironman menjadi nyata saat ini dan bahkan akan lebih pintar kedepannya,"['jarvis', 'ironman', 'menjadi', 'nyata', 'saat', 'ini', 'dan', 'bahkan', 'akan', 'lebih', 'pintar', 'kedepannya']","['jarvis', 'ironman', 'nyata', 'pintar', 'kedepannya']","['jarvis', 'ironman', 'nyata', 'pintar', 'depan']",netral
"Di dunia esport kalo bisa masuk sih bahaya, di dota 2 bot open ai aja ngalahin juara internasional di percobaan pertama",Di dunia esport kalo bisa masuk sih bahaya di dota bot open ai aja ngalahin juara internasional di percobaan pertama,di dunia esport kalo bisa masuk sih bahaya di dota bot open ai aja ngalahin juara internasional di percobaan pertama,di dunia esport kalau bisa masuk sih bahaya di dota bot open ai aja ngalahin juara internasional di percobaan pertama,"['di', 'dunia', 'esport', 'kalau', 'bisa', 'masuk', 'sih', 'bahaya', 'di', 'dota', 'bot', 'open', 'ai', 'aja', 'ngalahin', 'juara', 'internasional', 'di', 'percobaan', 'pertama']","['dunia', 'esport', 'masuk', 'sih', 'bahaya', 'dota', 'bot', 'open', 'ai', 'aja', 'ngalahin', 'juara', 'internasional', 'percobaan']","['dunia', 'esport', 'masuk', 'sih', 'bahaya', 'dota', 'bot', 'open', 'ai', 'aja', 'ngalahin', 'juara', 'internasional', 'coba']",netral
"In any arguments ChatGPT kemukakan, Jgn lupa mintak citation. Sumbernya. Lalu boleh dibuat nota kaki.",In any arguments ChatGPT kemukakan Jgn lupa mintak citation Sumbernya Lalu boleh dibuat nota kaki,in any arguments chatgpt kemukakan jgn lupa mintak citation sumbernya lalu boleh dibuat nota kaki,in any arguments chatgpt kemukakan jangan lupa mintak citation sumbernya lalu boleh dibuat nota kaki,"['in', 'any', 'arguments', 'chatgpt', 'kemukakan', 'jangan', 'lupa', 'mintak', 'citation', 'sumbernya', 'lalu', 'boleh', 'dibuat', 'nota', 'kaki']","['in', 'any', 'arguments', 'chatgpt', 'kemukakan', 'lupa', 'mintak', 'citation', 'sumbernya', 'nota', 'kaki']","['in', 'any', 'arguments', 'chatgpt', 'muka', 'lupa', 'mintak', 'citation', 'sumber', 'nota', 'kaki']",netral
Chat GPT digabung dengan humandroid lahir Terminator atau Data tokoh di startrek,Chat GPT digabung dengan humandroid lahir Terminator atau Data tokoh di startrek,chat gpt digabung dengan humandroid lahir terminator atau data tokoh di startrek,chat gpt digabung dengan humandroid lahir terminator atau data tokoh di startrek,"['chat', 'gpt', 'digabung', 'dengan', 'humandroid', 'lahir', 'terminator', 'atau', 'data', 'tokoh', 'di', 'startrek']","['chat', 'gpt', 'digabung', 'humandroid', 'lahir', 'terminator', 'data', 'tokoh', 'startrek']","['chat', 'gpt', 'gabung', 'humandroid', 'lahir', 'terminator', 'data', 'tokoh', 'startrek']",netral
beliau ngajar di Universitas apa yah? dan mata kuliah apa yang beliau ampu?,beliau ngajar di Universitas apa yah dan mata kuliah apa yang beliau ampu,beliau ngajar di universitas apa yah dan mata kuliah apa yang beliau ampu,beliau ngajar di universitas apa yah dan mata kuliah apa yang beliau ampu,"['beliau', 'ngajar', 'di', 'universitas', 'apa', 'yah', 'dan', 'mata', 'kuliah', 'apa', 'yang', 'beliau', 'ampu']","['beliau', 'ngajar', 'universitas', 'yah', 'mata', 'kuliah', 'beliau', 'ampu']","['beliau', 'ngajar', 'universitas', 'yah', 'mata', 'kuliah', 'beliau', 'ampu']",netral
ChatGPT sudah tau siapa pemenang pildun 2022 pak.,ChatGPT sudah tau siapa pemenang pildun pak,chatgpt sudah tau siapa pemenang pildun pak,chatgpt sudah tahu siapa pemenang pildun pak,"['chatgpt', 'sudah', 'tahu', 'siapa', 'pemenang', 'pildun', 'pak']","['chatgpt', 'pemenang', 'pildun']","['chatgpt', 'menang', 'pildun']",netral
"Ketika saya tanya tarif ppn Indonesia, chat gpt menjawab 10%, belum update dia",Ketika saya tanya tarif ppn Indonesia chat gpt menjawab belum update dia,ketika saya tanya tarif ppn indonesia chat gpt menjawab belum update dia,ketika saya tanya tarif ppn indonesia chat gpt menjawab belum update dia,"['ketika', 'saya', 'tanya', 'tarif', 'ppn', 'indonesia', 'chat', 'gpt', 'menjawab', 'belum', 'update', 'dia']","['tarif', 'ppn', 'indonesia', 'chat', 'gpt', 'update']","['tarif', 'ppn', 'indonesia', 'chat', 'gpt', 'update']",netral
Bang coba bahas pi network,Bang coba bahas pi network,bang coba bahas pi network,bang coba bahas pi network,"['bang', 'coba', 'bahas', 'pi', 'network']","['bang', 'coba', 'bahas', 'pi', 'network']","['bang', 'coba', 'bahas', 'pi', 'network']",netral
Real MVP!,Real MVP,real mvp,real mvp,"['real', 'mvp']","['real', 'mvp']","['real', 'mvp']",netral
Apakah Chat GPT ini suatu saat dapat melakukan kejahatan kepada manusia seperti mengaktifkan kode bom nuklir utk pemusnahan massal umat manusia yg kemudian akan digantikan dgn Robot AI. hmm..,Apakah Chat GPT ini suatu saat dapat melakukan kejahatan kepada manusia seperti mengaktifkan kode bom nuklir utk pemusnahan massal umat manusia yg kemudian akan digantikan dgn Robot AI hmm,apakah chat gpt ini suatu saat dapat melakukan kejahatan kepada manusia seperti mengaktifkan kode bom nuklir utk pemusnahan massal umat manusia yg kemudian akan digantikan dgn robot ai hmm,apakah chat gpt ini suatu saat dapat melakukan kejahatan kepada manusia seperti mengaktifkan kode bom nuklir untuk pemusnahan massal umat manusia yang kemudian akan digantikan dengan robot ai hmm,"['apakah', 'chat', 'gpt', 'ini', 'suatu', 'saat', 'dapat', 'melakukan', 'kejahatan', 'kepada', 'manusia', 'seperti', 'mengaktifkan', 'kode', 'bom', 'nuklir', 'untuk', 'pemusnahan', 'massal', 'umat', 'manusia', 'yang', 'kemudian', 'akan', 'digantikan', 'dengan', 'robot', 'ai', 'hmm']","['chat', 'gpt', 'kejahatan', 'manusia', 'mengaktifkan', 'kode', 'bom', 'nuklir', 'pemusnahan', 'massal', 'umat', 'manusia', 'digantikan', 'robot', 'ai', 'hmm']","['chat', 'gpt', 'jahat', 'manusia', 'aktif', 'kode', 'bom', 'nuklir', 'musnah', 'massal', 'umat', 'manusia', 'ganti', 'robot', 'ai', 'hmm']",netral
"Sudah kaya Skynet di Terminator aja inimah, apa bener ya film itu cerminan hal2 yg sedang dikerjakan sama ilmuwan, atau alurnya kebalik ilmuwan liat film terus berusaha merealisasikan ",Sudah kaya Skynet di Terminator aja inimah apa bener ya film itu cerminan hal yg sedang dikerjakan sama ilmuwan atau alurnya kebalik ilmuwan liat film terus berusaha merealisasikan,sudah kaya skynet di terminator aja inimah apa bener ya film itu cerminan hal yg sedang dikerjakan sama ilmuwan atau alurnya kebalik ilmuwan liat film terus berusaha merealisasikan,sudah kaya skynet di terminator aja inimah apa bener iya film itu cerminan hal yang sedang dikerjakan sama ilmuwan atau alurnya kebalik ilmuwan liat film terus berusaha merealisasikan,"['sudah', 'kaya', 'skynet', 'di', 'terminator', 'aja', 'inimah', 'apa', 'bener', 'iya', 'film', 'itu', 'cerminan', 'hal', 'yang', 'sedang', 'dikerjakan', 'sama', 'ilmuwan', 'atau', 'alurnya', 'kebalik', 'ilmuwan', 'liat', 'film', 'terus', 'berusaha', 'merealisasikan']","['kaya', 'skynet', 'terminator', 'aja', 'inimah', 'bener', 'iya', 'film', 'cerminan', 'ilmuwan', 'alurnya', 'kebalik', 'ilmuwan', 'liat', 'film', 'berusaha', 'merealisasikan']","['kaya', 'skynet', 'terminator', 'aja', 'inimah', 'bener', 'iya', 'film', 'cermin', 'ilmuwan', 'alur', 'balik', 'ilmuwan', 'liat', 'film', 'usaha', 'realisasi']",netral
Setidaknya google memyuguhkan sesuatu yamg gratis.,Setidaknya google memyuguhkan sesuatu yamg gratis,setidaknya google memyuguhkan sesuatu yamg gratis,setidaknya google memyuguhkan sesuatu yamg gratis,"['setidaknya', 'google', 'memyuguhkan', 'sesuatu', 'yamg', 'gratis']","['google', 'memyuguhkan', 'yamg', 'gratis']","['google', 'memyuguhkan', 'yamg', 'gratis']",netral
"yang mengerikan adalah, versi untuk umum dan dibatasi, uda secanggih itu, bagaimana dengan versi yg tidak di batasi,",yang mengerikan adalah versi untuk umum dan dibatasi uda secanggih itu bagaimana dengan versi yg tidak di batasi,yang mengerikan adalah versi untuk umum dan dibatasi uda secanggih itu bagaimana dengan versi yg tidak di batasi,yang mengerikan adalah versi untuk umum dan dibatasi uda secanggih itu bagaimana dengan versi yang tidak di batasi,"['yang', 'mengerikan', 'adalah', 'versi', 'untuk', 'umum', 'dan', 'dibatasi', 'uda', 'secanggih', 'itu', 'bagaimana', 'dengan', 'versi', 'yang', 'tidak', 'di', 'batasi']","['mengerikan', 'versi', 'dibatasi', 'uda', 'secanggih', 'versi', 'batasi']","['keri', 'versi', 'batas', 'uda', 'canggih', 'versi', 'batas']",netral
hahaha,hahaha,hahaha,hahaha,['hahaha'],['hahaha'],['hahaha'],netral
JARVIS nya Tony Stark bener bener dibikin sama Elon Musk,JARVIS nya Tony Stark bener bener dibikin sama Elon Musk,jarvis nya tony stark bener bener dibikin sama elon musk,jarvis nya tony stark bener bener dibikin sama elon musk,"['jarvis', 'nya', 'tony', 'stark', 'bener', 'bener', 'dibikin', 'sama', 'elon', 'musk']","['jarvis', 'nya', 'tony', 'stark', 'bener', 'bener', 'dibikin', 'elon', 'musk']","['jarvis', 'nya', 'tony', 'stark', 'bener', 'bener', 'bikin', 'elon', 'musk']",netral
"Syalom/Assalamualaikum Dok, 

Kiranya boleh ksh informasi bisa download atau akses chat GPT di mana ya?",Syalom Assalamualaikum Dok Kiranya boleh ksh informasi bisa download atau akses chat GPT di mana ya,syalom assalamualaikum dok kiranya boleh ksh informasi bisa download atau akses chat gpt di mana ya,syalom assalamualaikum dok kiranya boleh ksh informasi bisa download atau akses chat gpt di mana iya,"['syalom', 'assalamualaikum', 'dok', 'kiranya', 'boleh', 'ksh', 'informasi', 'bisa', 'download', 'atau', 'akses', 'chat', 'gpt', 'di', 'mana', 'iya']","['syalom', 'assalamualaikum', 'dok', 'ksh', 'informasi', 'download', 'akses', 'chat', 'gpt', 'iya']","['syalom', 'assalamualaikum', 'dok', 'ksh', 'informasi', 'download', 'akses', 'chat', 'gpt', 'iya']",netral
Serem di awal video .. tapi mengetahui kelemahannyA .. tak begitu menyeramkan.. setidaknya AI tidak bisa menyebarkan HOAX.. HIHI,Serem di awal video tapi mengetahui kelemahannyA tak begitu menyeramkan setidaknya AI tidak bisa menyebarkan HOAX HIHI,serem di awal video tapi mengetahui kelemahannya tak begitu menyeramkan setidaknya ai tidak bisa menyebarkan hoax hihi,serem di awal video tapi mengetahui kelemahannya tak begitu menyeramkan setidaknya ai tidak bisa menyebarkan hoax hihi,"['serem', 'di', 'awal', 'video', 'tapi', 'mengetahui', 'kelemahannya', 'tak', 'begitu', 'menyeramkan', 'setidaknya', 'ai', 'tidak', 'bisa', 'menyebarkan', 'hoax', 'hihi']","['serem', 'video', 'kelemahannya', 'menyeramkan', 'ai', 'menyebarkan', 'hoax', 'hihi']","['rem', 'video', 'lemah', 'seram', 'ai', 'sebar', 'hoax', 'hihi']",netral
"fix, yang bisa nanya dengan baik jadi pemenang.
jurusan filsafat bakal membludak habis ini.",fix yang bisa nanya dengan baik jadi pemenang jurusan filsafat bakal membludak habis ini,fix yang bisa nanya dengan baik jadi pemenang jurusan filsafat bakal membludak habis ini,fix yang bisa nanya dengan baik jadi pemenang jurusan filsafat bakal membludak habis ini,"['fix', 'yang', 'bisa', 'nanya', 'dengan', 'baik', 'jadi', 'pemenang', 'jurusan', 'filsafat', 'bakal', 'membludak', 'habis', 'ini']","['fix', 'nanya', 'pemenang', 'jurusan', 'filsafat', 'membludak', 'habis']","['fix', 'nanya', 'menang', 'jurus', 'filsafat', 'membludak', 'habis']",netral
"Nggak ultimate juga kali pak, B aja, besok juga ada yang jauh lebih hebat dari chat gpt, sejarah membuktikannya, itulah inovasi",Nggak ultimate juga kali pak B aja besok juga ada yang jauh lebih hebat dari chat gpt sejarah membuktikannya itulah inovasi,nggak ultimate juga kali pak b aja besok juga ada yang jauh lebih hebat dari chat gpt sejarah membuktikannya itulah inovasi,nggak ultimate juga kali pak b aja besok juga ada yang jauh lebih hebat dari chat gpt sejarah membuktikannya itulah inovasi,"['nggak', 'ultimate', 'juga', 'kali', 'pak', 'b', 'aja', 'besok', 'juga', 'ada', 'yang', 'jauh', 'lebih', 'hebat', 'dari', 'chat', 'gpt', 'sejarah', 'membuktikannya', 'itulah', 'inovasi']","['nggak', 'ultimate', 'kali', 'aja', 'besok', 'hebat', 'chat', 'gpt', 'sejarah', 'membuktikannya', 'inovasi']","['nggak', 'ultimate', 'kali', 'aja', 'besok', 'hebat', 'chat', 'gpt', 'sejarah', 'bukti', 'inovasi']",netral
Kok jadi berasa seperti ngobrol dgn jelangkung yg pakai huruf bergerak kasih jawaban yg entah benar atau salah. Jelangkung era modern waspada dlm penggunaan nya,Kok jadi berasa seperti ngobrol dgn jelangkung yg pakai huruf bergerak kasih jawaban yg entah benar atau salah Jelangkung era modern waspada dlm penggunaan nya,kok jadi berasa seperti ngobrol dgn jelangkung yg pakai huruf bergerak kasih jawaban yg entah benar atau salah jelangkung era modern waspada dlm penggunaan nya,kok jadi berasa seperti ngobrol dengan jelangkung yang pakai huruf bergerak kasih jawaban yang entah benar atau salah jelangkung era modern waspada dalam penggunaan nya,"['kok', 'jadi', 'berasa', 'seperti', 'ngobrol', 'dengan', 'jelangkung', 'yang', 'pakai', 'huruf', 'bergerak', 'kasih', 'jawaban', 'yang', 'entah', 'benar', 'atau', 'salah', 'jelangkung', 'era', 'modern', 'waspada', 'dalam', 'penggunaan', 'nya']","['berasa', 'ngobrol', 'jelangkung', 'pakai', 'huruf', 'bergerak', 'kasih', 'salah', 'jelangkung', 'era', 'modern', 'waspada', 'penggunaan', 'nya']","['asa', 'ngobrol', 'jelangkung', 'pakai', 'huruf', 'gerak', 'kasih', 'salah', 'jelangkung', 'era', 'modern', 'waspada', 'guna', 'nya']",netral
bayangkan chatgpt+ms office ,bayangkan chatgpt ms office,bayangkan chatgpt ms office,bayangkan chatgpt ms office,"['bayangkan', 'chatgpt', 'ms', 'office']","['bayangkan', 'chatgpt', 'ms', 'office']","['bayang', 'chatgpt', 'ms', 'office']",netral
"Pembuatan membuat website yang biasanya bisa saya lakukan selama 10 hari dengan chatgpt bisa saya lakukan hanya dalam 2 hari.

Lama-lama kalau gini otak saya jadi males mikir sih.",Pembuatan membuat website yang biasanya bisa saya lakukan selama hari dengan chatgpt bisa saya lakukan hanya dalam hari ama-lama kalau gini otak saya jadi males mikir sih,pembuatan membuat website yang biasanya bisa saya lakukan selama hari dengan chatgpt bisa saya lakukan hanya dalam hari ama-lama kalau gini otak saya jadi males mikir sih,pembuatan membuat website yang biasanya bisa saya lakukan selama hari dengan chatgpt bisa saya lakukan hanya dalam hari ama-lama kalau gini otak saya jadi males mikir sih,"['pembuatan', 'membuat', 'website', 'yang', 'biasanya', 'bisa', 'saya', 'lakukan', 'selama', 'hari', 'dengan', 'chatgpt', 'bisa', 'saya', 'lakukan', 'hanya', 'dalam', 'hari', 'ama-lama', 'kalau', 'gini', 'otak', 'saya', 'jadi', 'males', 'mikir', 'sih']","['pembuatan', 'website', 'lakukan', 'chatgpt', 'lakukan', 'ama-lama', 'gini', 'otak', 'males', 'mikir', 'sih']","['buat', 'website', 'laku', 'chatgpt', 'laku', 'ama-lama', 'gin', 'otak', 'males', 'mikir', 'sih']",netral
Film terminator akan jadi nyata,Film terminator akan jadi nyata,film terminator akan jadi nyata,film terminator akan jadi nyata,"['film', 'terminator', 'akan', 'jadi', 'nyata']","['film', 'terminator', 'nyata']","['film', 'terminator', 'nyata']",netral
Sekarang sudah muncul menu upgrade tentunya nanti akan berbayar mungkin,Sekarang sudah muncul menu upgrade tentunya nanti akan berbayar mungkin,sekarang sudah muncul menu upgrade tentunya nanti akan berbayar mungkin,sekarang sudah muncul menu upgrade tentunya nanti akan berbayar mungkin,"['sekarang', 'sudah', 'muncul', 'menu', 'upgrade', 'tentunya', 'nanti', 'akan', 'berbayar', 'mungkin']","['muncul', 'menu', 'upgrade', 'berbayar']","['muncul', 'menu', 'upgrade', 'bayar']",netral
"Enak banget pakao chat gpt ini hampir semua dia tau, hehe",Enak banget pakao chat gpt ini hampir semua dia tau hehe,enak banget pakao chat gpt ini hampir semua dia tau hehe,enak banget pakao chat gpt ini hampir semua dia tahu hehe,"['enak', 'banget', 'pakao', 'chat', 'gpt', 'ini', 'hampir', 'semua', 'dia', 'tahu', 'hehe']","['enak', 'banget', 'pakao', 'chat', 'gpt', 'hehe']","['enak', 'banget', 'pakao', 'chat', 'gpt', 'hehe']",netral
Tapi chat GPT menyadur dari internet juga,Tapi chat GPT menyadur dari internet juga,tapi chat gpt menyadur dari internet juga,tapi chat gpt menyadur dari internet juga,"['tapi', 'chat', 'gpt', 'menyadur', 'dari', 'internet', 'juga']","['chat', 'gpt', 'menyadur', 'internet']","['chat', 'gpt', 'sadur', 'internet']",netral
Jadi keinget film Transcendense,Jadi keinget film Transcendense,jadi keinget film transcendense,jadi keinget film transcendense,"['jadi', 'keinget', 'film', 'transcendense']","['keinget', 'film', 'transcendense']","['keinget', 'film', 'transcendense']",netral
